,Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Time,Year,Month,Day
57795,0,1,-1.11,0.75,14.49,330.0,16.1,2,2012,3,12
57796,0,1,-1.41,0.76,11.21,338.0,15.15,3,2012,3,12
57797,0,1,-2.22,0.75,12.88,340.0,9.98,4,2012,3,12
57837,0,0,2.78,0.73,6.44,240.0,15.13,20,2012,3,13
57840,0,0,1.67,0.82,3.22,270.0,15.13,23,2012,3,13
57841,0,0,1.99,0.86,10.08,298.0,11.75,0,2012,3,14
57842,0,0,1.67,0.89,3.22,300.0,9.98,1,2012,3,14
57843,0,0,1.67,0.85,6.44,300.0,8.05,2,2012,3,14
57844,0,0,1.28,0.9,6.58,286.0,8.36,3,2012,3,14
57884,0,0,5.0,0.65,3.22,110.0,9.98,19,2012,3,15
57885,0,0,2.78,0.73,3.22,140.0,16.1,20,2012,3,15
57886,0,0,2.1,0.76,3.32,132.0,15.15,21,2012,3,15
57887,0,0,3.33,0.7,6.44,140.0,16.1,22,2012,3,15
57888,0,0,3.33,0.7,6.44,130.0,16.1,23,2012,3,15
57889,0,0,2.73,0.66,2.98,144.0,15.15,0,2012,3,16
57890,0,0,1.11,0.61,6.44,130.0,16.1,1,2012,3,16
57891,0,0,0.56,0.61,3.22,150.0,16.1,2,2012,3,16
57892,0,0,1.14,0.56,5.92,139.0,15.15,3,2012,3,16
57893,0,1,0.0,0.56,8.05,180.0,9.98,4,2012,3,16
57894,0,1,0.0,0.56,4.83,170.0,9.98,5,2012,3,16
57903,0,0,17.78,0.28,12.88,230.0,9.98,14,2012,3,16
57904,0,0,17.12,0.31,12.08,238.0,10.37,15,2012,3,16
57905,0,0,15.0,0.33,9.66,200.0,9.98,16,2012,3,16
57906,0,0,12.78,0.38,8.05,170.0,9.98,17,2012,3,16
57907,0,0,11.14,0.42,7.45,172.0,10.37,18,2012,3,16
57908,0,0,7.78,0.49,8.05,170.0,9.98,19,2012,3,16
57909,0,0,7.78,0.51,6.44,180.0,16.1,20,2012,3,16
57910,0,0,6.87,0.56,6.44,160.0,15.15,21,2012,3,16
57911,0,0,4.44,0.64,6.44,160.0,16.1,22,2012,3,16
57912,0,0,4.44,0.64,6.44,170.0,16.1,23,2012,3,16
57913,0,0,3.26,0.72,6.04,153.0,15.15,0,2012,3,17
57914,0,0,2.78,0.7,6.44,150.0,16.1,1,2012,3,17
57915,0,0,2.22,0.72,6.44,160.0,16.1,2,2012,3,17
57916,0,0,2.05,0.72,10.05,142.0,15.15,3,2012,3,17
57931,0,0,13.07,0.38,10.5,189.0,10.37,18,2012,3,17
57932,0,0,11.11,0.43,11.27,170.0,9.98,19,2012,3,17
57933,0,0,10.0,0.44,6.44,170.0,16.1,20,2012,3,17
57934,0,0,9.62,0.49,13.11,172.0,15.52,21,2012,3,17
57937,0,0,7.55,0.49,10.22,186.0,15.15,0,2012,3,18
57939,0,0,4.44,0.57,11.27,170.0,16.1,2,2012,3,18
57940,0,0,4.44,0.63,13.75,193.0,15.15,3,2012,3,18
57941,0,0,3.89,0.62,11.27,200.0,9.98,4,2012,3,18
57942,0,0,5.0,0.6,11.27,180.0,9.98,5,2012,3,18
57945,0,0,17.22,0.31,25.76,220.0,9.98,8,2012,3,18
57961,0,0,9.62,0.64,11.45,210.0,15.15,0,2012,3,19
57962,0,0,8.33,0.68,6.44,190.0,16.1,1,2012,3,19
57984,2,0,5.56,0.76,11.27,220.0,16.1,23,2012,3,1
57985,2,0,5.43,0.78,13.52,209.0,15.15,0,2012,3,2
57986,2,0,5.56,0.82,11.27,210.0,16.1,1,2012,3,2
57987,2,0,5.56,0.82,11.27,210.0,16.1,2,2012,3,2
57988,2,0,5.4,0.86,7.02,207.0,11.75,3,2012,3,2
58004,0,0,7.78,0.76,12.88,300.0,9.98,19,2012,3,2
58005,0,0,6.67,0.79,14.49,310.0,16.1,20,2012,3,2
58006,0,0,5.73,0.8,7.12,302.0,14.65,21,2012,3,2
58007,0,0,4.44,0.82,11.27,300.0,16.1,22,2012,3,2
58010,2,0,8.89,0.66,11.27,340.0,16.1,1,2012,3,20
58028,0,0,8.89,0.46,3.22,340.0,9.98,19,2012,3,20
58029,0,0,8.33,0.47,3.22,300.0,16.1,20,2012,3,20
58030,0,0,6.23,0.58,2.95,289.0,15.15,21,2012,3,20
58031,0,0,5.0,0.67,6.44,320.0,16.1,22,2012,3,20
58043,0,0,17.22,0.21,16.1,310.0,9.98,10,2012,3,21
58044,0,0,17.78,0.19,16.1,270.0,9.98,11,2012,3,21
58045,0,0,18.8,0.2,10.95,306.0,10.37,12,2012,3,21
58046,0,0,18.89,0.21,16.1,300.0,9.98,13,2012,3,21
58048,0,0,18.98,0.24,13.86,291.0,10.37,15,2012,3,21
58049,0,0,17.78,0.26,11.27,300.0,9.98,16,2012,3,21
58051,0,0,11.56,0.37,7.5,290.0,9.98,18,2012,3,21
58052,0,0,10.0,0.42,8.05,280.0,9.98,19,2012,3,21
58053,0,0,9.44,0.44,3.22,280.0,16.1,20,2012,3,21
58054,0,0,8.68,0.48,3.48,288.0,15.15,21,2012,3,21
58055,0,0,7.22,0.55,3.22,270.0,16.1,22,2012,3,21
58056,0,0,7.22,0.53,3.22,290.0,16.1,23,2012,3,21
58057,0,0,6.18,0.59,3.22,280.0,15.15,0,2012,3,22
58058,0,0,5.56,0.6,3.22,260.0,16.1,1,2012,3,22
58059,0,0,4.44,0.64,0.0,0.0,16.1,2,2012,3,22
58060,0,0,3.87,0.71,3.49,273.0,15.15,3,2012,3,22
58061,0,0,2.78,0.7,0.0,0.0,9.98,4,2012,3,22
58062,0,0,2.22,0.69,3.22,310.0,9.98,5,2012,3,22
58063,0,0,7.12,0.57,3.22,331.0,9.98,6,2012,3,22
58064,0,0,11.11,0.46,3.22,0.0,9.98,7,2012,3,22
58065,0,0,15.0,0.39,1.61,10.0,9.98,8,2012,3,22
58067,0,0,18.89,0.33,8.05,40.0,9.98,10,2012,3,22
58079,0,0,6.67,0.65,0.0,0.0,16.1,22,2012,3,22
58080,0,0,7.78,0.58,6.44,60.0,16.1,23,2012,3,22
58081,0,0,6.23,0.72,3.41,63.0,15.15,0,2012,3,23
58082,0,0,4.44,0.79,0.0,0.0,16.1,1,2012,3,23
58083,0,0,4.44,0.82,3.22,0.0,16.1,2,2012,3,23
58084,0,0,3.61,0.81,6.44,50.0,15.15,3,2012,3,23
58085,0,0,2.78,0.82,0.0,0.0,9.98,4,2012,3,23
58086,0,0,2.78,0.82,0.0,0.0,9.98,5,2012,3,23
58087,0,0,7.03,0.72,3.22,160.0,9.98,6,2012,3,23
58088,0,0,12.22,0.52,1.61,150.0,9.98,7,2012,3,23
58089,0,0,15.0,0.47,0.0,0.0,9.98,8,2012,3,23
58090,0,0,18.7,0.33,0.34,214.0,10.37,9,2012,3,23
58102,0,0,9.62,0.53,3.22,20.0,15.15,21,2012,3,23
58103,0,0,7.78,0.6,0.0,0.0,0.0,22,2012,3,23
58104,0,0,6.67,0.68,3.22,340.0,16.1,23,2012,3,23
58108,0,0,4.04,0.75,3.17,352.0,9.98,3,2012,3,24
58124,0,0,11.11,0.5,3.22,20.0,9.98,19,2012,3,24
58125,0,0,9.44,0.56,3.22,30.0,16.1,20,2012,3,24
58126,0,0,9.25,0.61,3.16,37.0,15.52,21,2012,3,24
58128,0,0,7.22,0.68,3.22,330.0,16.1,23,2012,3,24
58129,0,0,7.9,0.64,3.46,12.0,15.15,0,2012,3,25
58130,0,0,5.56,0.73,3.22,330.0,16.1,1,2012,3,25
58131,0,0,4.44,0.73,0.0,0.0,16.1,2,2012,3,25
58132,0,0,4.27,0.76,5.92,331.0,15.15,3,2012,3,25
58134,0,0,3.89,0.76,4.83,290.0,9.98,5,2012,3,25
58135,0,0,7.66,0.7,6.25,299.0,9.98,6,2012,3,25
58136,0,0,13.89,0.47,3.22,0.0,9.98,7,2012,3,25
58137,0,0,16.11,0.41,8.05,320.0,9.98,8,2012,3,25
58138,0,0,17.81,0.37,7.47,327.0,9.98,9,2012,3,25
58139,0,0,20.0,0.31,11.27,300.0,9.98,10,2012,3,25
58146,0,0,17.78,0.28,16.1,310.0,9.98,17,2012,3,25
58148,0,0,12.78,0.38,14.49,300.0,9.98,19,2012,3,25
58149,0,0,13.33,0.38,14.49,300.0,16.1,20,2012,3,25
58150,0,0,12.38,0.4,14.07,318.0,15.15,21,2012,3,25
58151,0,0,11.11,0.39,14.49,340.0,16.1,22,2012,3,25
58152,0,0,9.44,0.4,14.49,340.0,16.1,23,2012,3,25
58153,0,0,10.11,0.34,13.89,339.0,15.15,0,2012,3,26
58154,0,0,8.89,0.35,14.49,350.0,16.1,1,2012,3,26
58155,0,0,7.22,0.37,14.49,340.0,16.1,2,2012,3,26
58156,0,0,6.23,0.42,13.51,339.0,15.15,3,2012,3,26
58157,0,0,7.22,0.51,11.27,20.0,9.98,4,2012,3,26
58158,0,0,6.11,0.49,9.66,40.0,9.98,5,2012,3,26
58159,0,0,7.27,0.39,19.34,27.0,9.98,6,2012,3,26
58173,0,0,8.89,0.31,17.71,70.0,16.1,20,2012,3,26
58174,0,0,6.56,0.36,6.07,47.0,15.15,21,2012,3,26
58175,0,0,4.44,0.41,6.44,20.0,16.1,22,2012,3,26
58176,0,0,5.0,0.37,11.27,40.0,16.1,23,2012,3,26
58177,0,0,3.81,0.41,6.5,25.0,15.15,0,2012,3,27
58178,0,0,2.78,0.44,3.22,40.0,16.1,1,2012,3,27
58179,0,0,1.11,0.51,6.44,340.0,16.1,2,2012,3,27
58180,0,0,0.17,0.58,3.41,340.0,15.15,3,2012,3,27
58182,0,1,-1.11,0.6,4.83,330.0,9.98,5,2012,3,27
58203,0,0,5.0,0.65,11.27,340.0,16.1,2,2012,3,28
58208,0,0,11.11,0.43,9.66,0.0,9.98,7,2012,3,28
58223,0,0,13.33,0.45,17.71,250.0,0.0,22,2012,3,28
58231,2,0,11.93,0.54,15.52,259.0,10.37,6,2012,3,29
58232,2,0,13.89,0.42,25.76,290.0,9.98,7,2012,3,29
58240,2,0,17.81,0.26,23.15,270.0,11.45,15,2012,3,29
58241,2,0,16.11,0.28,12.88,280.0,11.27,16,2012,3,29
58242,2,0,15.0,0.3,11.27,310.0,11.27,17,2012,3,29
58243,2,0,15.12,0.31,25.05,338.0,11.45,18,2012,3,29
58245,2,0,13.33,0.35,17.71,320.0,16.1,20,2012,3,29
58247,0,0,3.89,0.82,11.27,310.0,16.1,23,2012,3,2
58248,0,0,3.46,0.86,11.37,305.0,15.15,0,2012,3,3
58253,2,0,2.78,0.89,4.83,320.0,8.05,5,2012,3,3
58254,2,0,2.95,0.95,2.0,288.0,6.71,6,2012,3,3
58255,2,0,3.89,0.89,1.61,290.0,6.12,7,2012,3,3
58267,0,0,2.22,0.72,8.05,280.0,9.98,19,2012,3,3
58268,0,0,1.67,0.75,3.22,250.0,16.1,20,2012,3,3
58269,0,0,0.29,0.82,3.49,275.0,14.33,21,2012,3,3
58270,0,0,0.56,0.75,6.44,280.0,15.13,22,2012,3,3
58274,2,0,8.33,0.6,25.76,290.0,16.1,1,2012,3,30
58275,2,0,8.33,0.6,20.93,280.0,16.1,2,2012,3,30
58276,2,0,8.86,0.61,24.05,278.0,15.15,3,2012,3,30
58277,2,0,7.22,0.79,24.15,290.0,11.27,4,2012,3,30
58296,2,0,8.33,0.86,20.93,280.0,16.1,23,2012,3,30
58298,2,0,8.33,0.83,25.76,280.0,16.1,1,2012,3,31
58300,2,0,8.38,0.84,17.21,270.0,15.15,3,2012,3,31
58301,2,0,7.78,0.83,12.88,280.0,11.27,4,2012,3,31
58319,0,0,0.56,0.72,3.22,290.0,15.13,23,2012,3,3
58320,0,1,-0.45,0.77,6.07,266.0,14.33,0,2012,3,4
58321,0,1,-1.11,0.78,3.22,40.0,15.13,1,2012,3,4
58322,0,1,-1.67,0.78,3.22,90.0,15.13,2,2012,3,4
58323,0,1,-2.17,0.83,5.89,292.0,14.33,3,2012,3,4
58324,0,1,-2.78,0.78,8.05,0.0,9.98,4,2012,3,4
58352,0,0,2.78,0.48,16.1,50.0,9.98,8,2012,3,5
58353,0,0,3.98,0.39,20.29,59.0,10.37,9,2012,3,5
58354,0,0,6.11,0.38,16.1,70.0,9.98,10,2012,3,5
58355,0,0,6.11,0.36,14.49,30.0,9.98,11,2012,3,5
58356,0,0,7.19,0.37,14.86,34.0,10.37,12,2012,3,5
58357,0,0,7.22,0.41,17.71,40.0,9.98,13,2012,3,5
58358,0,0,7.22,0.38,16.1,30.0,9.98,14,2012,3,5
58359,0,0,6.22,0.37,14.25,27.0,10.37,15,2012,3,5
58360,0,0,5.0,0.41,14.49,40.0,9.98,16,2012,3,5
58362,0,0,2.12,0.51,10.01,65.0,9.98,18,2012,3,5
58363,0,0,1.11,0.54,11.27,70.0,9.98,19,2012,3,5
58364,0,0,0.56,0.54,14.49,70.0,16.1,20,2012,3,5
58365,0,1,-1.59,0.61,3.4,66.0,15.15,21,2012,3,5
58366,0,1,-1.67,0.63,6.44,70.0,16.1,22,2012,3,5
58367,0,1,-3.33,0.71,3.22,30.0,16.1,23,2012,3,5
58368,0,1,-3.28,0.72,2.93,10.0,15.15,0,2012,3,6
58369,0,1,-5.56,0.84,3.22,340.0,15.13,1,2012,3,6
58370,0,1,-5.56,0.84,6.44,270.0,9.98,2,2012,3,6
58371,0,1,-5.92,0.85,3.08,356.0,9.98,3,2012,3,6
58372,0,1,-5.0,0.84,4.83,50.0,9.98,4,2012,3,6
58386,0,1,-0.02,0.44,16.79,48.0,9.98,18,2012,3,6
58387,0,1,-1.11,0.46,20.93,50.0,9.98,19,2012,3,6
58388,0,1,-1.67,0.46,17.71,50.0,16.1,20,2012,3,6
58389,0,1,-2.36,0.49,18.56,57.0,15.15,21,2012,3,6
58390,0,1,-2.78,0.5,14.49,50.0,0.0,22,2012,3,6
58391,0,1,-3.89,0.55,11.27,30.0,16.1,23,2012,3,6
58392,0,1,-4.97,0.65,10.46,18.0,15.15,0,2012,3,7
58393,0,1,-4.44,0.62,14.49,30.0,16.1,1,2012,3,7
58394,0,1,-5.56,0.68,14.49,20.0,16.1,2,2012,3,7
58395,0,1,-5.83,0.7,10.59,25.0,15.15,3,2012,3,7
58396,0,1,-6.11,0.68,12.88,20.0,9.98,4,2012,3,7
58397,0,1,-7.22,0.67,8.05,10.0,9.98,5,2012,3,7
58398,0,1,-6.22,0.75,5.47,325.0,9.98,6,2012,3,7
58399,0,1,-2.78,0.63,9.66,10.0,9.98,7,2012,3,7
58400,0,1,-1.11,0.51,9.66,50.0,9.98,8,2012,3,7
58401,0,0,1.06,0.41,11.25,42.0,10.37,9,2012,3,7
58402,0,0,2.22,0.33,9.66,40.0,9.98,10,2012,3,7
58403,0,0,2.78,0.32,11.27,0.0,9.98,11,2012,3,7
58404,0,0,3.86,0.3,10.03,27.0,10.37,12,2012,3,7
58407,0,0,3.89,0.28,4.83,120.0,10.37,15,2012,3,7
58410,0,1,-1.08,0.43,4.52,129.0,10.37,18,2012,3,7
58411,0,1,-2.22,0.46,9.66,120.0,9.98,19,2012,3,7
58412,0,1,-2.22,0.44,6.44,120.0,16.1,20,2012,3,7
58425,2,0,2.15,0.52,13.06,122.0,9.98,9,2012,3,8
58426,2,0,3.89,0.44,12.88,130.0,9.98,10,2012,3,8
58436,2,0,0.56,0.56,3.22,20.0,16.1,20,2012,3,8
58438,2,1,-0.56,0.66,3.22,350.0,16.1,22,2012,3,8
58439,0,1,-2.22,0.69,6.44,300.0,0.0,23,2012,3,8
58441,2,1,-0.56,0.69,6.44,330.0,16.1,1,2012,3,9
58442,2,1,-0.56,0.72,6.44,350.0,16.1,2,2012,3,9
58463,0,0,18.33,0.5,14.49,130.0,16.1,22,2012,4,30
58464,0,0,17.78,0.52,6.44,140.0,16.1,23,2012,4,30
58465,0,0,16.36,0.61,3.43,171.0,15.15,0,2012,5,1
58466,0,0,13.89,0.72,6.44,100.0,16.1,1,2012,5,1
58467,0,0,13.33,0.74,0.0,0.0,16.1,2,2012,5,1
58468,0,0,12.83,0.78,1.92,141.0,15.15,3,2012,5,1
58469,0,0,12.22,0.83,3.22,100.0,16.1,4,2012,5,1
58470,0,0,17.78,0.6,4.83,100.0,9.98,5,2012,5,1
58471,0,0,20.85,0.54,4.83,132.0,9.98,6,2012,5,1
58487,0,0,12.22,0.83,0.0,0.0,16.1,22,2012,5,9
58488,0,0,11.67,0.9,0.0,0.0,16.1,23,2012,5,9
58489,0,0,11.14,0.89,3.22,20.0,15.15,0,2012,5,10
58490,0,0,10.56,0.93,3.22,0.0,16.1,1,2012,5,10
58491,0,0,10.0,0.93,3.22,330.0,16.1,2,2012,5,10
58492,0,0,10.0,0.96,3.22,29.0,15.15,3,2012,5,10
58493,0,0,11.11,0.93,4.83,330.0,9.98,4,2012,5,10
58494,0,0,13.89,0.83,4.83,330.0,9.98,5,2012,5,10
58495,0,0,17.76,0.72,4.73,23.0,9.98,6,2012,5,10
58496,0,0,20.0,0.57,4.83,50.0,9.98,7,2012,5,10
58510,0,0,15.56,0.75,2.87,213.0,15.15,21,2012,5,10
58511,0,0,13.89,0.83,0.0,0.0,16.1,22,2012,5,10
58512,0,0,13.89,0.83,6.44,0.0,16.1,23,2012,5,10
58513,0,0,13.3,0.83,3.16,6.0,15.15,0,2012,5,11
58514,0,0,12.22,0.86,3.22,340.0,16.1,1,2012,5,11
58515,0,0,12.22,0.9,3.22,340.0,16.1,2,2012,5,11
58516,0,0,10.87,0.92,3.49,343.0,15.15,3,2012,5,11
58517,0,0,12.22,0.86,3.22,330.0,9.98,4,2012,5,11
58522,0,0,26.04,0.34,7.81,24.0,10.37,9,2012,5,11
58536,0,0,15.0,0.83,3.22,290.0,16.1,23,2012,5,11
58561,2,0,12.86,0.92,21.78,358.0,5.01,0,2012,5,13
58562,2,0,11.67,0.93,20.93,10.0,6.12,1,2012,5,13
58563,2,0,10.56,0.93,25.76,0.0,8.05,2,2012,5,13
58566,2,0,10.0,0.86,24.15,350.0,11.27,5,2012,5,13
58567,2,0,9.91,0.85,23.09,358.0,11.08,6,2012,5,13
58568,2,0,8.89,0.89,25.76,10.0,11.27,7,2012,5,13
58569,2,0,8.89,0.83,25.76,10.0,11.27,8,2012,5,13
58570,2,0,8.92,0.85,20.54,358.0,10.51,9,2012,5,13
58571,2,0,10.0,0.83,16.1,0.0,11.27,10,2012,5,13
58572,2,0,11.11,0.71,20.93,350.0,11.27,11,2012,5,13
58573,2,0,11.98,0.69,17.02,356.0,11.08,12,2012,5,13
58574,2,0,12.78,0.59,22.54,20.0,11.27,13,2012,5,13
58575,2,0,12.78,0.59,14.49,20.0,11.27,14,2012,5,13
58581,2,0,11.67,0.74,6.44,10.0,16.1,20,2012,5,13
58582,2,0,11.54,0.67,10.21,4.0,15.15,21,2012,5,13
58585,2,0,9.49,0.68,16.78,8.0,15.15,0,2012,5,14
58590,2,0,8.89,0.77,17.71,20.0,11.27,5,2012,5,14
58591,2,0,7.88,0.89,17.08,8.0,10.56,6,2012,5,14
58592,2,0,7.78,0.96,16.1,20.0,8.05,7,2012,5,14
58593,2,0,8.89,0.89,12.88,40.0,11.27,8,2012,5,14
58594,2,0,8.87,0.94,13.27,31.0,10.51,9,2012,5,14
58595,2,0,8.89,0.93,17.71,40.0,6.12,10,2012,5,14
58596,2,0,10.0,0.93,17.71,40.0,11.27,11,2012,5,14
58597,2,0,10.0,0.93,12.22,51.0,7.53,12,2012,5,14
58599,2,0,11.11,0.93,12.88,110.0,11.27,14,2012,5,14
58600,2,0,10.99,0.88,12.8,100.0,11.08,15,2012,5,14
58601,2,0,11.11,0.93,11.27,100.0,11.27,16,2012,5,14
58602,2,0,11.11,0.86,9.66,100.0,11.27,17,2012,5,14
58603,2,0,10.05,0.93,7.91,117.0,11.08,18,2012,5,14
58604,2,0,10.0,0.93,1.61,70.0,11.27,19,2012,5,14
58605,2,0,10.56,0.89,0.0,0.0,12.08,20,2012,5,14
58606,2,0,9.97,0.96,3.7,29.0,9.98,21,2012,5,14
58607,2,0,10.56,0.93,6.44,30.0,15.13,22,2012,5,14
58608,2,0,10.0,0.96,6.44,10.0,15.13,23,2012,5,14
58609,2,0,10.0,0.93,6.39,357.0,13.96,0,2012,5,15
58610,2,0,10.0,0.93,11.27,0.0,16.1,1,2012,5,15
58611,2,0,9.44,0.93,11.27,0.0,15.13,2,2012,5,15
58612,2,0,9.48,0.94,10.79,359.0,9.61,3,2012,5,15
58613,2,0,10.0,0.93,11.27,0.0,11.27,4,2012,5,15
58614,2,0,10.0,0.93,11.27,0.0,11.27,5,2012,5,15
58615,2,0,10.09,0.93,11.25,8.0,11.08,6,2012,5,15
58616,2,0,11.11,0.86,12.88,0.0,11.27,7,2012,5,15
58617,2,0,12.22,0.8,11.27,0.0,11.27,8,2012,5,15
58618,2,0,12.19,0.87,11.01,0.0,11.08,9,2012,5,15
58619,2,0,12.78,0.83,12.88,350.0,11.27,10,2012,5,15
58620,2,0,12.78,0.9,9.66,10.0,11.27,11,2012,5,15
58621,2,0,12.83,0.9,14.39,340.0,11.08,12,2012,5,15
58623,2,0,13.89,0.77,12.88,0.0,11.27,14,2012,5,15
58624,2,0,13.86,0.83,10.8,331.0,11.08,15,2012,5,15
58625,2,0,12.78,0.9,9.66,330.0,11.27,16,2012,5,15
58630,2,0,12.27,0.93,6.92,280.0,11.75,21,2012,5,15
58632,2,0,12.22,0.9,11.27,280.0,12.08,23,2012,5,15
58633,2,0,12.27,0.87,12.99,289.0,11.75,0,2012,5,16
58634,2,0,12.22,0.83,14.49,290.0,12.08,1,2012,5,16
58635,2,0,11.67,0.86,14.49,290.0,12.08,2,2012,5,16
58636,2,0,11.76,0.84,10.8,299.0,14.33,3,2012,5,16
58653,2,0,11.11,0.86,14.49,30.0,15.13,20,2012,5,16
58654,2,0,10.61,0.87,11.29,4.0,14.33,21,2012,5,16
58656,2,0,10.56,0.86,14.49,340.0,16.1,23,2012,5,16
58657,2,0,10.52,0.87,14.36,330.0,14.33,0,2012,5,17
58658,2,0,10.56,0.86,14.49,330.0,16.1,1,2012,5,17
58659,2,0,10.56,0.86,14.49,330.0,16.1,2,2012,5,17
58660,2,0,10.51,0.79,20.33,338.0,15.15,3,2012,5,17
58666,2,0,12.74,0.63,23.3,330.0,11.45,9,2012,5,17
58667,2,0,12.78,0.59,24.15,330.0,11.27,10,2012,5,17
58668,2,0,12.78,0.59,16.1,350.0,11.27,11,2012,5,17
58669,2,0,13.01,0.66,13.8,60.0,11.45,12,2012,5,17
58702,0,0,11.16,0.82,11.27,160.0,15.15,21,2012,5,18
58703,0,0,10.0,0.86,0.0,0.0,15.13,22,2012,5,18
58706,0,0,8.33,0.89,3.22,40.0,12.08,1,2012,5,19
58707,0,0,7.78,0.93,3.22,50.0,9.98,2,2012,5,19
58726,0,0,14.48,0.8,6.3,340.0,15.52,21,2012,5,19
58731,0,0,13.33,0.83,0.0,0.0,16.1,2,2012,5,2
58732,0,0,13.35,0.83,2.77,38.0,15.15,3,2012,5,2
58733,0,0,13.89,0.83,1.61,70.0,9.98,4,2012,5,2
58734,0,0,17.78,0.73,0.0,0.0,9.98,5,2012,5,2
58737,0,0,26.11,0.42,11.27,170.0,9.98,8,2012,5,2
58751,0,0,13.33,0.83,0.0,0.0,16.1,22,2012,5,19
58752,0,0,12.78,0.86,3.22,330.0,16.1,23,2012,5,19
58753,0,0,12.88,0.83,6.38,349.0,15.52,0,2012,5,20
58774,0,0,18.8,0.69,10.45,129.0,15.15,21,2012,5,20
58775,0,0,17.22,0.72,11.27,140.0,16.1,22,2012,5,20
58776,0,0,16.11,0.81,11.27,150.0,16.1,23,2012,5,20
58777,0,0,15.11,0.84,3.48,146.0,15.15,0,2012,5,21
58778,0,0,13.89,0.86,3.22,130.0,16.1,1,2012,5,21
58779,0,0,13.89,0.9,6.44,140.0,16.1,2,2012,5,21
58786,2,0,23.8,0.57,25.31,140.0,10.37,9,2012,5,21
58797,2,0,21.11,0.61,17.71,140.0,15.13,20,2012,5,21
58798,2,0,20.52,0.62,14.7,108.0,15.15,21,2012,5,21
58802,2,0,19.44,0.68,14.49,140.0,16.1,1,2012,5,22
58803,2,0,17.78,0.81,3.22,170.0,16.1,2,2012,5,22
58804,2,0,17.66,0.83,7.24,108.0,15.15,3,2012,5,22
58806,2,0,17.78,0.84,11.27,70.0,11.27,5,2012,5,22
58808,2,0,20.0,0.73,12.88,70.0,11.27,7,2012,5,22
58809,2,0,18.89,0.84,14.49,90.0,11.27,8,2012,5,22
58810,2,0,17.74,0.9,10.11,83.0,11.08,9,2012,5,22
58811,2,0,17.78,0.84,11.27,120.0,11.27,10,2012,5,22
58812,2,0,17.22,0.87,3.22,160.0,11.27,11,2012,5,22
58813,2,0,17.17,0.94,5.43,101.0,7.42,12,2012,5,22
58814,2,0,17.22,0.93,14.49,160.0,11.27,13,2012,5,22
58815,2,0,15.0,0.93,20.93,200.0,11.27,14,2012,5,22
58816,2,0,15.11,0.93,10.51,200.0,9.55,15,2012,5,22
58821,2,0,15.0,0.93,11.27,260.0,9.98,20,2012,5,22
58822,2,0,14.97,0.93,1.72,259.0,11.08,21,2012,5,22
58823,2,0,14.44,0.96,6.44,350.0,16.1,22,2012,5,22
58825,2,0,14.39,0.96,3.2,249.0,11.38,0,2012,5,23
58827,2,0,14.44,0.96,3.22,270.0,4.99,2,2012,5,23
58828,2,0,14.91,0.96,3.16,276.0,4.59,3,2012,5,23
58829,1,0,15.0,1.0,0.0,0.0,1.45,4,2012,5,23
58849,0,0,15.67,0.93,14.49,340.0,15.49,0,2012,5,24
59044,0,0,13.72,0.85,6.99,297.0,15.15,3,2012,5,31
59064,2,0,15.0,0.93,17.71,350.0,6.12,23,2012,5,3
59088,0,0,11.67,0.86,6.44,220.0,16.1,23,2012,5,4
59089,0,0,12.36,0.87,6.15,224.0,15.15,0,2012,5,5
59090,0,0,10.56,0.89,3.22,190.0,15.13,1,2012,5,5
59140,2,0,16.68,0.65,3.17,348.0,15.52,3,2012,5,7
59141,2,0,16.11,0.78,4.83,230.0,9.98,4,2012,5,7
59142,2,0,16.11,0.78,11.27,330.0,9.98,5,2012,5,7
59143,2,0,16.18,0.78,8.08,352.0,10.37,6,2012,5,7
59144,2,0,17.22,0.72,4.83,320.0,11.27,7,2012,5,7
59145,2,0,16.11,0.81,9.66,320.0,11.27,8,2012,5,7
59146,2,0,15.33,0.86,9.0,321.0,11.45,9,2012,5,7
59147,2,0,16.11,0.81,4.83,350.0,11.27,10,2012,5,7
59148,2,0,16.11,0.87,12.88,40.0,11.27,11,2012,5,7
59166,2,0,11.11,0.93,16.1,0.0,8.05,5,2012,5,8
59180,0,0,15.0,0.78,11.27,120.0,9.98,19,2012,5,8
59181,0,0,13.33,0.83,6.44,130.0,16.1,20,2012,5,8
59182,0,0,11.84,0.86,6.33,135.0,15.15,21,2012,5,8
59205,0,0,15.56,0.67,6.44,70.0,16.1,20,2012,5,9
59206,0,0,14.44,0.75,2.82,198.0,15.15,21,2012,5,9
59209,2,0,5.9,0.74,20.35,99.0,15.83,1,2012,11,1
59210,2,0,5.94,0.74,17.44,100.0,15.83,2,2012,11,1
59211,2,0,6.37,0.76,19.42,108.0,14.96,3,2012,11,1
59212,2,0,7.06,0.74,20.3,109.0,9.98,4,2012,11,1
59213,2,0,7.61,0.77,20.54,109.0,9.98,5,2012,11,1
59225,2,0,12.22,0.86,24.49,160.0,11.27,17,2012,11,1
59226,2,0,12.05,0.87,22.57,163.0,10.03,18,2012,11,1
59227,2,0,11.09,0.93,21.54,180.0,10.05,19,2012,11,1
59231,0,0,3.13,0.96,6.44,330.0,14.49,23,2012,11,9
59232,1,0,2.27,0.99,4.78,4.0,2.29,0,2012,11,10
